10, 10, 10, 40, 10, 89, 10, 10, 10, 89, 10, 89, 10, 10, 89, 10, 89, 10, 10, 10, 10, 10, 10, 10, 89, 10, 10, 89, 89, 40, 89, 10, 10, 89, 10, 89, 89, 10, 10, 40, 10, 10, 10, 40, 10, 89, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 89, 10, 40, 10, 89, 10, 89, 10, 89, 10, 10, 10, 10, 40, 89, 40, 89, 10, 89, 89, 89, 10, 89, 89, 89, 89, 10, 10
11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
12, 12, 12, 58, 12, 117, 12, 12, 12, 117, 12, 117, 12, 12, 117, 12, 117, 12, 12, 12, 12, 12, 12, 12, 117, 12, 12, 117, 117, 58, 117, 12, 12, 117, 12, 117, 117, 12, 12, 58, 12, 12, 12, 58, 12, 117, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 117, 12, 58, 12, 117, 12, 117, 12, 117, 12, 12, 12, 12, 58, 117, 58, 117, 12, 117, 117, 117, 12, 117, 117, 117, 117, 12, 58
13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14
15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15
16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16
17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
18, 70, 70, 28, 18, 3, 3, 18, 70, 84, 18, 1, 3, 18, 3, 70, 3, 18, 70, 124, 3, 70, 124, 3, 3, 18, 3, 3, 3, 57, 84, 70, 28, 84, 124, 84, 3, 18, 70, 28, 124, 124, 70, 57, 18, 84, 18, 28, 70, 18, 18, 18, 18, 124, 70, 124, 3, 18, 57, 124, 84, 70, 84, 18, 84, 70, 18, 124, 18, 28, 84, 28, 84, 18, 84, 84, 84, 70, 84, 3, 84, 84, 70, 28
19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
20, 121, 38, 76, 41, 2, 121, 20, 38, 57, 20, 28, 2, 20, 2, 121, 2, 20, 38, 59, 121, 38, 99, 121, 21, 20, 2, 2, 21, 107, 21, 38, 76, 21, 59, 57, 2, 41, 121, 76, 99, 99, 38, 107, 41, 21, 20, 76, 121, 38, 20, 20, 41, 99, 38, 59, 2, 20, 107, 59, 57, 38, 21, 20, 57, 121, 20, 59, 20, 107, 21, 76, 21, 20, 21, 57, 21, 38, 57, 2, 57, 57, 38, 76
21, 57, 57, 121, 21, 28, 28, 21, 57, 70, 21, 70, 28, 21, 28, 57, 28, 21, 57, 21, 57, 57, 2, 57, 28, 21, 28, 28, 124, 38, 124, 57, 2, 124, 21, 18, 28, 21, 57, 121, 2, 2, 21, 38, 21, 124, 21, 121, 57, 21, 21, 21, 21, 2, 21, 21, 28, 21, 38, 21, 18, 57, 124, 21, 18, 57, 21, 21, 21, 121, 124, 121, 124, 21, 124, 18, 124, 21, 70, 28, 18, 18, 57, 121
22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22
23, 23, 23, 23, 23, 54, 23, 23, 23, 54, 23, 54, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 54, 23, 23, 23, 54, 75, 54, 23, 23, 54, 23, 54, 54, 23, 23, 75, 23, 23, 23, 75, 23, 54, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 75, 23, 54, 23, 54, 23, 54, 23, 23, 23, 23, 75, 54, 75, 54, 23, 54, 54, 54, 23, 54, 23, 54, 54, 23, 23
24, 122, 24, 35, 24, 122, 122, 24, 24, 103, 24, 103, 122, 24, 122, 122, 122, 24, 24, 24, 122, 24, 9, 122, 122, 24, 122, 122, 122, 35, 103, 24, 9, 103, 9, 103, 122, 24, 24, 35, 9, 9, 24, 35, 24, 103, 24, 35, 24, 24, 24, 24, 24, 9, 24, 24, 122, 24, 43, 9, 103, 24, 103, 24, 103, 122, 24, 24, 24, 35, 103, 35, 103, 24, 103, 103, 103, 24, 103, 122, 103, 103, 24, 35
25, 50, 25, 47, 25, 50, 50, 25, 25, 53, 25, 53, 50, 25, 50, 50, 50, 25, 25, 25, 50, 25, 25, 50, 50, 25, 50, 50, 50, 47, 53, 25, 47, 53, 25, 53, 50, 25, 25, 47, 25, 25, 25, 47, 25, 50, 25, 47, 25, 25, 25, 25, 25, 25, 25, 25, 50, 25, 47, 25, 53, 25, 50, 25, 53, 50, 25, 25, 25, 47, 50, 47, 53, 25, 53, 53, 50, 25, 53, 50, 53, 53, 25, 47
26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
27, 32, 32, 82, 27, 107, 32, 27, 32, 59, 27, 41, 32, 27, 107, 32, 107, 27, 32, 27, 32, 27, 94, 32, 107, 27, 107, 107, 76, 82, 76, 32, 94, 76, 27, 99, 107, 27, 32, 82, 94, 94, 27, 82, 27, 76, 27, 94, 32, 27, 27, 27, 27, 94, 27, 27, 107, 27, 82, 27, 99, 32, 76, 27, 99, 32, 27, 27, 27, 82, 76, 82, 76, 27, 76, 99, 76, 27, 99, 107, 99, 99, 32, 82
28, 124, 124, 21, 28, 70, 18, 28, 124, 3, 28, 84, 18, 28, 70, 124, 70, 28, 124, 28, 124, 124, 57, 124, 70, 28, 70, 70, 70, 21, 3, 124, 57, 3, 28, 3, 70, 28, 124, 21, 57, 57, 28, 21, 28, 3, 28, 57, 124, 28, 28, 28, 28, 57, 28, 28, 70, 28, 2, 28, 3, 124, 70, 28, 3, 124, 28, 28, 28, 21, 70, 21, 3, 28, 3, 3, 3, 28, 3, 70, 3, 3, 124, 21
29, 39, 29, 48, 29, 39, 39, 29, 29, 80, 29, 85, 39, 29, 39, 39, 39, 29, 29, 29, 39, 29, 29, 39, 39, 29, 39, 39, 39, 48, 80, 29, 48, 80, 29, 80, 39, 29, 29, 48, 48, 48, 29, 48, 29, 80, 29, 48, 29, 29, 29, 29, 29, 29, 29, 29, 39, 29, 48, 29, 80, 29, 80, 29, 80, 39, 29, 29, 29, 48, 80, 48, 80, 29, 80, 80, 80, 29, 80, 39, 80, 80, 29, 48
30, 37, 30, 61, 30, 112, 37, 30, 30, 112, 30, 112, 37, 30, 37, 37, 37, 30, 30, 30, 37, 30, 30, 37, 112, 30, 37, 37, 112, 61, 112, 30, 61, 112, 30, 112, 112, 30, 37, 61, 61, 61, 30, 61, 30, 112, 30, 61, 37, 30, 30, 30, 30, 30, 30, 30, 37, 30, 61, 30, 112, 30, 112, 30, 112, 37, 30, 30, 30, 61, 112, 61, 112, 30, 112, 112, 112, 30, 112, 37, 112, 112, 30, 61
31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
32, 107, 107, 94, 32, 99, 76, 32, 107, 38, 32, 121, 76, 32, 76, 107, 76, 32, 107, 32, 107, 107, 27, 107, 99, 32, 76, 76, 99, 94, 59, 107, 27, 41, 32, 20, 99, 32, 107, 94, 27, 27, 32, 94, 32, 59, 32, 27, 107, 32, 32, 32, 32, 27, 32, 32, 76, 32, 94, 32, 38, 107, 99, 32, 38, 107, 32, 32, 32, 94, 99, 94, 59, 32, 41, 20, 59, 32, 38, 76, 20, 20, 107, 94
33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33
34, 34, 34, 34, 34, 109, 34, 34, 34, 109, 34, 77, 34, 34, 109, 34, 109, 34, 34, 34, 34, 34, 34, 34, 109, 34, 109, 109, 109, 89, 109, 34, 34, 109, 34, 109, 109, 34, 34, 89, 34, 34, 34, 89, 34, 109, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 109, 34, 89, 34, 109, 34, 109, 34, 109, 34, 34, 34, 34, 89, 109, 89, 109, 34, 109, 109, 109, 34, 109, 109, 109, 109, 34, 34
35, 9, 9, 74, 35, 24, 9, 35, 9, 122, 35, 122, 24, 35, 24, 9, 24, 35, 9, 35, 9, 35, 43, 9, 24, 35, 24, 24, 24, 74, 122, 9, 43, 122, 35, 122, 24, 35, 9, 74, 43, 43, 35, 74, 35, 122, 35, 43, 9, 35, 35, 35, 35, 43, 35, 35, 24, 35, 74, 35, 122, 9, 24, 35, 122, 9, 35, 35, 35, 74, 24, 74, 122, 35, 122, 122, 122, 35, 122, 24, 122, 122, 9, 74
36, 36, 36, 91, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 91, 36, 36, 91, 36, 36, 36, 36, 36, 36, 91, 36, 36, 36, 91, 36, 36, 36, 91, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 91, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 91, 36, 91, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 91
37, 112, 37, 30, 37, 112, 112, 37, 37, 118, 37, 118, 112, 37, 112, 112, 112, 37, 37, 37, 112, 37, 30, 112, 112, 37, 112, 112, 112, 30, 112, 37, 30, 112, 37, 118, 112, 37, 112, 30, 30, 30, 37, 30, 37, 112, 37, 30, 112, 37, 37, 37, 37, 30, 37, 37, 112, 37, 61, 37, 118, 37, 112, 37, 118, 112, 37, 37, 37, 30, 112, 30, 112, 37, 112, 118, 112, 37, 118, 112, 118, 118, 37, 30
38, 121, 121, 76, 20, 21, 2, 38, 121, 28, 38, 28, 2, 38, 21, 121, 21, 38, 121, 20, 2, 121, 59, 2, 21, 38, 2, 21, 21, 76, 57, 121, 99, 57, 20, 57, 21, 20, 121, 76, 59, 59, 38, 76, 20, 21, 38, 99, 121, 38, 38, 38, 20, 59, 121, 20, 21, 38, 107, 20, 57, 121, 21, 38, 57, 2, 38, 20, 38, 76, 21, 76, 57, 38, 57, 57, 21, 121, 57, 21, 57, 57, 121, 76
39, 80, 39, 29, 39, 80, 80, 39, 39, 85, 39, 78, 80, 39, 80, 80, 80, 39, 39, 39, 80, 39, 39, 80, 80, 39, 80, 80, 85, 29, 85, 39, 29, 85, 39, 85, 80, 39, 39, 29, 29, 29, 39, 29, 39, 85, 39, 29, 80, 39, 39, 39, 39, 39, 39, 39, 80, 39, 29, 39, 85, 39, 85, 39, 85, 80, 39, 39, 39, 29, 85, 29, 85, 39, 85, 85, 85, 39, 85, 80, 85, 85, 39, 29
40, 40, 40, 63, 40, 10, 40, 40, 40, 10, 40, 10, 40, 40, 10, 40, 10, 40, 40, 40, 40, 40, 40, 40, 10, 40, 40, 10, 10, 63, 10, 40, 40, 10, 40, 10, 10, 40, 40, 63, 40, 40, 40, 63, 40, 10, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 10, 40, 63, 40, 10, 40, 10, 40, 10, 40, 40, 40, 40, 63, 10, 63, 10, 40, 10, 10, 10, 40, 10, 10, 10, 10, 40, 40
41, 121, 38, 107, 59, 2, 121, 41, 38, 57, 41, 57, 121, 41, 2, 121, 2, 41, 38, 59, 121, 38, 99, 121, 2, 41, 2, 2, 2, 107, 21, 38, 76, 21, 99, 57, 2, 59, 38, 107, 76, 99, 20, 107, 59, 21, 41, 76, 38, 20, 41, 41, 59, 99, 20, 59, 2, 41, 107, 99, 57, 38, 21, 41, 57, 121, 41, 59, 41, 107, 21, 107, 21, 41, 21, 57, 21, 38, 57, 2, 21, 21, 38, 76
42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42
43, 35, 35, 74, 43, 9, 35, 43, 35, 122, 43, 122, 35, 43, 9, 35, 9, 43, 35, 43, 35, 43, 74, 35, 9, 43, 9, 9, 24, 78, 24, 35, 74, 24, 43, 24, 9, 43, 35, 78, 74, 74, 43, 78, 43, 24, 43, 74, 35, 43, 43, 43, 43, 74, 43, 43, 9, 43, 78, 43, 24, 35, 24, 43, 24, 35, 43, 43, 43, 78, 24, 78, 24, 43, 24, 24, 24, 43, 24, 9, 24, 24, 35, 74
44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44
45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45
46, 46, 46, 88, 46, 55, 46, 46, 46, 55, 46, 55, 55, 46, 55, 46, 55, 46, 46, 46, 46, 46, 46, 46, 55, 46, 55, 55, 55, 88, 55, 46, 46, 55, 46, 55, 55, 46, 46, 88, 46, 46, 46, 88, 46, 55, 46, 88, 46, 46, 46, 46, 46, 46, 46, 46, 55, 46, 88, 46, 55, 46, 55, 46, 55, 46, 46, 46, 46, 88, 55, 88, 55, 46, 55, 55, 55, 46, 55, 55, 55, 55, 46, 88
47, 25, 47, 1, 47, 25, 25, 47, 47, 50, 47, 50, 25, 47, 25, 47, 25, 47, 47, 47, 25, 47, 47, 25, 25, 47, 25, 25, 25, 1, 25, 47, 1, 50, 47, 50, 25, 47, 47, 1, 1, 1, 47, 1, 47, 25, 47, 1, 47, 47, 47, 47, 47, 1, 47, 47, 25, 47, 1, 47, 50, 47, 25, 47, 50, 25, 47, 47, 47, 1, 25, 1, 25, 47, 50, 50, 25, 47, 50, 25, 50, 50, 47, 1
48, 29, 48, 98, 48, 29, 29, 48, 48, 39, 48, 39, 29, 48, 29, 29, 29, 48, 48, 48, 29, 48, 48, 29, 29, 48, 29, 29, 29, 98, 39, 48, 98, 39, 48, 39, 29, 48, 48, 98, 48, 48, 48, 98, 48, 39, 48, 98, 48, 48, 48, 48, 48, 48, 48, 48, 29, 48, 98, 48, 39, 48, 29, 48, 39, 29, 48, 48, 48, 98, 29, 98, 39, 48, 39, 39, 39, 48, 39, 29, 39, 39, 48, 98
49, 49, 49, 103, 49, 88, 88, 49, 49, 46, 49, 46, 88, 49, 88, 49, 88, 49, 49, 49, 88, 49, 49, 88, 88, 49, 88, 88, 88, 103, 88, 49, 103, 88, 49, 46, 88, 49, 49, 103, 49, 49, 49, 103, 49, 88, 49, 103, 49, 49, 49, 49, 49, 49, 49, 49, 88, 49, 103, 49, 46, 49, 88, 49, 46, 88, 49, 49, 49, 103, 88, 103, 88, 49, 88, 46, 88, 49, 46, 88, 88, 88, 49, 103
50, 53, 50, 25, 50, 53, 53, 50, 50, 98, 50, 98, 53, 50, 53, 53, 53, 50, 50, 50, 53, 50, 50, 53, 53, 50, 53, 53, 53, 25, 98, 50, 25, 98, 50, 98, 53, 50, 50, 25, 50, 50, 50, 25, 50, 98, 50, 25, 50, 50, 50, 50, 50, 50, 50, 50, 53, 50, 25, 50, 98, 50, 53, 50, 98, 53, 50, 50, 50, 25, 53, 25, 98, 50, 98, 98, 98, 50, 98, 53, 98, 98, 50, 25
51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51
52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52
53, 98, 53, 50, 53, 98, 98, 53, 53, 48, 53, 48, 98, 53, 98, 98, 98, 53, 53, 53, 98, 53, 53, 98, 98, 53, 98, 98, 98, 50, 98, 53, 50, 48, 53, 48, 98, 53, 53, 50, 50, 50, 53, 50, 53, 98, 53, 50, 53, 53, 53, 53, 53, 53, 53, 53, 98, 53, 50, 53, 48, 53, 98, 53, 48, 98, 53, 53, 53, 50, 98, 50, 98, 53, 48, 48, 98, 53, 48, 98, 48, 48, 53, 50
54, 54, 54, 54, 54, 110, 54, 54, 54, 110, 54, 110, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 110, 54, 54, 54, 110, 23, 110, 54, 54, 110, 54, 110, 110, 54, 54, 54, 54, 54, 54, 23, 54, 110, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 23, 54, 110, 54, 110, 54, 110, 54, 54, 54, 54, 54, 110, 54, 110, 54, 110, 110, 110, 54, 110, 54, 110, 110, 54, 54
