10, 10, 10, 89, 40, 89, 10, 10, 10, 10, 10, 10, 40, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 40, 10, 10, 10, 10, 10, 10, 10, 40, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 40, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 40, 10, 10, 10, 10, 10, 10, 10, 10, 10, 40, 10, 10, 10, 10, 10, 10, 10, 10, 10, 40, 10, 89, 10, 10, 10, 40, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 40, 10, 10, 89, 10, 10
11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
12, 12, 12, 117, 58, 117, 12, 12, 12, 12, 12, 12, 58, 12, 12, 58, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 58, 58, 12, 12, 12, 12, 12, 12, 58, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 58, 12, 12, 12, 12, 12, 12, 12, 12, 58, 12, 12, 12, 12, 12, 12, 12, 58, 12, 12, 12, 12, 58, 12, 12, 12, 12, 58, 12, 58, 12, 12, 12, 12, 58, 12, 12, 58, 12, 117, 12, 12, 12, 58, 12, 12, 12, 12, 12, 12, 12, 12, 58, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 58, 12, 12, 117, 12, 12
13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13
14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14
15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15
16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16
17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17
70, 124, 70, 3, 57, 3, 18, 70, 18, 28, 28, 70, 28, 70, 3, 28, 70, 124, 124, 18, 18, 18, 70, 18, 70, 28, 28, 18, 21, 28, 70, 3, 3, 124, 18, 18, 57, 124, 70, 18, 124, 124, 124, 28, 124, 124, 70, 28, 57, 70, 18, 18, 18, 3, 70, 28, 70, 28, 18, 18, 28, 70, 28, 70, 70, 57, 124, 124, 3, 28, 28, 70, 70, 70, 18, 28, 70, 28, 18, 70, 28, 18, 28, 18, 28, 28, 18, 3, 18, 70, 70, 57, 70, 18, 124, 18, 18, 18, 18, 124, 28, 124, 124, 70, 18, 70, 28, 28, 3, 3, 18, 70, 124, 18, 57, 18, 3, 3, 70, 124
19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
121, 59, 38, 2, 107, 2, 20, 121, 20, 99, 76, 38, 76, 38, 2, 76, 121, 99, 99, 20, 41, 38, 38, 20, 121, 76, 76, 20, 32, 76, 121, 2, 121, 59, 20, 20, 107, 99, 38, 20, 99, 99, 99, 99, 99, 59, 38, 76, 107, 38, 41, 20, 20, 121, 38, 76, 121, 76, 20, 20, 76, 38, 76, 121, 121, 107, 99, 99, 2, 76, 76, 121, 38, 38, 20, 107, 38, 76, 20, 38, 76, 20, 76, 20, 99, 76, 20, 2, 20, 121, 38, 107, 121, 20, 99, 20, 20, 20, 41, 99, 76, 99, 99, 121, 20, 121, 76, 76, 121, 2, 20, 121, 99, 20, 107, 41, 2, 2, 38, 59
57, 21, 21, 28, 20, 28, 21, 57, 21, 2, 121, 57, 121, 21, 28, 121, 57, 2, 2, 21, 21, 21, 57, 21, 57, 2, 121, 21, 59, 121, 57, 28, 57, 2, 21, 21, 38, 2, 21, 21, 2, 2, 2, 2, 2, 2, 57, 121, 38, 57, 21, 21, 21, 57, 57, 121, 57, 121, 21, 21, 2, 21, 2, 57, 57, 20, 2, 2, 28, 2, 121, 57, 21, 57, 21, 121, 57, 121, 21, 57, 121, 21, 121, 21, 2, 121, 21, 28, 21, 57, 57, 38, 57, 21, 2, 21, 21, 21, 21, 2, 121, 2, 2, 57, 21, 57, 121, 2, 57, 28, 21, 57, 2, 21, 38, 21, 28, 28, 57, 21
22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22
23, 23, 23, 54, 75, 23, 23, 23, 23, 23, 23, 23, 75, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 75, 23, 23, 23, 23, 23, 23, 23, 75, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 75, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 75, 23, 23, 23, 23, 23, 23, 23, 23, 23, 75, 23, 23, 23, 23, 23, 23, 23, 23, 23, 75, 23, 54, 23, 23, 23, 75, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 75, 23, 23, 23, 23, 23
122, 24, 24, 122, 43, 122, 24, 24, 24, 9, 35, 24, 35, 24, 122, 35, 24, 9, 9, 24, 24, 24, 24, 24, 24, 9, 35, 24, 43, 35, 24, 122, 122, 9, 24, 24, 35, 9, 24, 24, 9, 9, 9, 9, 9, 9, 24, 35, 35, 24, 24, 24, 24, 122, 24, 35, 122, 35, 24, 24, 9, 24, 9, 122, 122, 43, 9, 9, 122, 9, 35, 122, 24, 24, 24, 35, 24, 35, 24, 24, 35, 24, 35, 24, 9, 35, 24, 122, 24, 24, 24, 43, 24, 24, 9, 24, 24, 24, 24, 9, 35, 9, 9, 122, 24, 122, 35, 9, 122, 122, 24, 24, 9, 24, 43, 24, 122, 122, 24, 9
50, 25, 25, 50, 47, 50, 25, 25, 25, 47, 47, 25, 47, 25, 50, 47, 25, 25, 25, 25, 25, 25, 25, 25, 25, 47, 47, 25, 1, 47, 25, 50, 50, 25, 25, 25, 47, 25, 25, 25, 25, 25, 25, 47, 47, 25, 25, 47, 47, 25, 25, 25, 25, 50, 25, 47, 25, 47, 25, 25, 47, 25, 47, 25, 50, 1, 25, 25, 50, 47, 47, 50, 25, 25, 25, 47, 25, 47, 25, 25, 47, 25, 47, 25, 47, 47, 25, 50, 25, 25, 25, 47, 25, 25, 47, 25, 25, 25, 25, 47, 47, 25, 25, 50, 25, 25, 47, 47, 50, 50, 25, 25, 25, 25, 47, 25, 50, 50, 25, 25
26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26
32, 27, 27, 107, 71, 107, 27, 32, 27, 94, 94, 27, 82, 27, 107, 82, 32, 94, 94, 27, 27, 27, 27, 27, 32, 94, 94, 27, 71, 82, 32, 107, 32, 94, 27, 27, 82, 94, 27, 27, 94, 94, 94, 94, 94, 94, 32, 94, 82, 27, 27, 27, 27, 32, 32, 94, 32, 82, 27, 27, 94, 27, 94, 32, 32, 71, 94, 94, 32, 94, 82, 32, 27, 27, 27, 82, 32, 82, 27, 32, 94, 27, 82, 27, 94, 82, 27, 107, 27, 32, 32, 82, 32, 27, 94, 27, 27, 27, 27, 94, 82, 94, 94, 32, 27, 32, 94, 94, 32, 107, 27, 32, 94, 27, 82, 27, 107, 107, 32, 27
124, 28, 28, 70, 2, 70, 28, 124, 28, 57, 57, 124, 21, 28, 18, 21, 124, 57, 57, 28, 28, 28, 28, 28, 124, 57, 21, 28, 2, 21, 124, 18, 18, 28, 28, 28, 21, 57, 28, 28, 57, 57, 57, 57, 57, 28, 124, 57, 21, 124, 28, 28, 28, 18, 124, 57, 124, 21, 28, 28, 57, 28, 57, 124, 124, 2, 57, 57, 18, 57, 21, 124, 28, 28, 28, 21, 124, 21, 28, 124, 57, 28, 21, 28, 57, 21, 28, 70, 28, 124, 124, 2, 124, 28, 57, 28, 28, 28, 28, 57, 21, 57, 57, 124, 28, 124, 57, 57, 124, 18, 28, 124, 57, 28, 2, 28, 70, 70, 124, 28
39, 29, 29, 39, 48, 39, 29, 29, 29, 48, 48, 29, 48, 29, 39, 48, 29, 29, 29, 29, 29, 29, 29, 29, 29, 48, 48, 29, 98, 48, 29, 39, 39, 29, 29, 29, 48, 29, 29, 29, 29, 48, 29, 48, 48, 29, 29, 48, 48, 29, 29, 29, 29, 39, 29, 48, 39, 48, 29, 29, 48, 29, 48, 39, 39, 98, 29, 29, 39, 48, 48, 39, 29, 29, 29, 48, 29, 48, 29, 29, 48, 29, 48, 29, 48, 48, 29, 39, 29, 29, 29, 48, 29, 29, 48, 29, 29, 29, 29, 48, 48, 29, 29, 39, 29, 39, 48, 48, 39, 39, 29, 29, 29, 29, 48, 29, 39, 39, 29, 29
37, 30, 30, 112, 61, 37, 30, 37, 30, 61, 61, 30, 61, 30, 37, 61, 37, 30, 30, 30, 30, 30, 30, 30, 37, 61, 61, 30, 119, 61, 37, 37, 37, 30, 30, 30, 61, 30, 30, 30, 30, 61, 30, 61, 61, 30, 30, 61, 61, 30, 30, 30, 30, 37, 30, 61, 37, 61, 30, 30, 61, 30, 61, 37, 37, 119, 30, 30, 37, 61, 61, 37, 30, 30, 30, 61, 30, 61, 30, 30, 61, 30, 61, 30, 61, 61, 30, 112, 30, 37, 30, 61, 37, 30, 61, 30, 30, 30, 30, 61, 61, 30, 30, 37, 30, 37, 61, 61, 37, 37, 30, 37, 30, 30, 61, 30, 37, 37, 30, 30
31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
107, 32, 32, 99, 82, 76, 32, 107, 32, 27, 27, 107, 94, 32, 76, 94, 107, 27, 27, 32, 32, 32, 32, 32, 107, 27, 27, 32, 82, 94, 107, 76, 107, 32, 32, 32, 94, 27, 32, 32, 27, 27, 27, 27, 27, 32, 107, 27, 94, 107, 32, 32, 32, 107, 107, 27, 107, 94, 32, 32, 27, 32, 27, 107, 107, 82, 27, 27, 76, 27, 94, 107, 32, 32, 32, 94, 107, 94, 32, 107, 27, 32, 94, 32, 27, 94, 32, 76, 32, 107, 107, 82, 107, 32, 27, 32, 32, 32, 32, 27, 94, 27, 27, 107, 32, 107, 27, 27, 107, 76, 32, 107, 27, 32, 94, 32, 76, 76, 107, 32
33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33
34, 34, 34, 109, 89, 109, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 89, 34, 34, 34, 34, 34, 34, 34, 89, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 89, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 89, 34, 34, 34, 34, 34, 34, 34, 34, 34, 89, 34, 34, 34, 34, 34, 34, 34, 34, 34, 89, 34, 109, 34, 34, 34, 89, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 89, 34, 109, 109, 34, 34
9, 35, 35, 24, 74, 24, 35, 9, 35, 43, 43, 35, 74, 35, 24, 74, 9, 43, 43, 35, 35, 35, 35, 35, 9, 43, 43, 35, 78, 74, 9, 24, 9, 35, 35, 35, 74, 43, 35, 35, 43, 43, 43, 43, 43, 35, 9, 43, 74, 35, 35, 35, 35, 9, 9, 43, 9, 74, 35, 35, 43, 35, 43, 9, 9, 74, 43, 43, 24, 43, 74, 9, 35, 35, 35, 74, 9, 74, 35, 9, 43, 35, 74, 35, 43, 74, 35, 24, 35, 9, 9, 74, 9, 35, 43, 35, 35, 35, 35, 43, 74, 43, 43, 9, 35, 9, 43, 43, 9, 24, 35, 9, 43, 35, 74, 35, 24, 24, 9, 35
36, 36, 36, 36, 91, 36, 36, 36, 36, 91, 91, 36, 91, 36, 36, 91, 36, 36, 36, 36, 36, 36, 36, 36, 36, 91, 91, 36, 91, 91, 36, 36, 36, 36, 36, 36, 91, 36, 36, 36, 36, 36, 36, 91, 36, 36, 36, 91, 91, 36, 36, 36, 36, 36, 36, 91, 36, 91, 36, 36, 91, 36, 91, 36, 36, 91, 36, 36, 36, 91, 91, 36, 36, 36, 36, 91, 36, 91, 36, 36, 91, 36, 91, 36, 36, 91, 36, 36, 36, 36, 36, 91, 36, 36, 36, 36, 36, 36, 36, 36, 91, 36, 36, 36, 36, 36, 91, 91, 36, 36, 36, 36, 36, 36, 91, 36, 36, 36, 36, 36
112, 37, 37, 112, 61, 112, 37, 112, 37, 30, 30, 37, 30, 37, 112, 30, 112, 37, 30, 37, 37, 37, 37, 37, 112, 30, 30, 37, 61, 30, 112, 112, 112, 37, 37, 37, 30, 30, 37, 37, 30, 30, 30, 30, 30, 37, 37, 30, 30, 37, 37, 37, 37, 112, 37, 30, 112, 30, 37, 37, 30, 37, 30, 112, 112, 61, 37, 30, 112, 30, 30, 112, 37, 37, 37, 30, 37, 30, 37, 37, 30, 37, 30, 37, 30, 30, 37, 112, 37, 112, 37, 61, 112, 37, 30, 37, 37, 37, 37, 30, 30, 30, 30, 112, 37, 112, 30, 30, 112, 112, 37, 112, 30, 37, 61, 37, 112, 112, 37, 37
